policy,kshape,ls,amp,weeks,gain
maximin,ard,0.25,1.0,3,0.0
random,ard,0.25,1.0,3,0.0
observable_EI,ard,0.25,1.0,3,0.0
P_beat,ard,0.25,1.0,3,0.0
LCB,ard,0.25,1.0,3,0.0
latent_EI,ard,0.25,1.0,3,0.0
thompson,ard,0.25,1.0,3,0.0
exploit,ard,0.25,1.0,3,0.0
maximin,ard,0.25,1.0,3,0.0
random,ard,0.25,1.0,3,0.00032280877099092757
observable_EI,ard,0.25,1.0,3,0.0
P_beat,ard,0.25,1.0,3,0.0
LCB,ard,0.25,1.0,3,0.0
latent_EI,ard,0.25,1.0,3,0.0
thompson,ard,0.25,1.0,3,0.0
exploit,ard,0.25,1.0,3,0.0
maximin,ard,0.25,1.0,3,0.0
random,ard,0.25,1.0,3,0.0
observable_EI,ard,0.25,2.0,3,0.0
P_beat,ard,0.25,2.0,3,0.0003508084037681268
LCB,ard,0.25,2.0,3,0.0003303598834979903
latent_EI,ard,0.25,2.0,3,0.00035338157470474364
thompson,ard,0.25,2.0,3,0.0
exploit,ard,0.25,2.0,3,0.0
maximin,ard,0.25,2.0,3,0.0
random,ard,0.25,2.0,3,0.0
observable_EI,ard,0.25,2.0,3,0.0
P_beat,ard,0.25,2.0,3,0.0
LCB,ard,0.25,2.0,3,0.0
latent_EI,ard,0.25,2.0,3,0.0
thompson,ard,0.25,2.0,3,0.00028986926308105016
exploit,ard,0.25,2.0,3,0.0
maximin,ard,0.25,2.0,3,0.0
random,ard,0.25,2.0,3,0.0
observable_EI,ard,0.25,2.0,3,0.0
P_beat,ard,0.25,2.0,3,0.0
LCB,ard,0.25,2.0,3,0.0
latent_EI,ard,0.25,2.0,3,0.0
thompson,ard,0.25,2.0,3,0.0
exploit,ard,0.25,2.0,3,0.0
maximin,ard,0.25,2.0,3,0.000198410798402334
random,ard,0.25,2.0,3,0.0
observable_EI,ard,0.4,0.5,3,0.0
P_beat,ard,0.4,0.5,3,0.0
LCB,ard,0.4,0.5,3,0.0
latent_EI,ard,0.4,0.5,3,0.0
thompson,ard,0.4,0.5,3,0.0
exploit,ard,0.4,0.5,3,0.0
maximin,ard,0.4,0.5,3,0.0
random,ard,0.4,0.5,3,0.0
observable_EI,ard,0.4,0.5,3,0.0
P_beat,ard,0.4,0.5,3,0.0
LCB,ard,0.4,0.5,3,0.0
latent_EI,ard,0.4,0.5,3,0.0
thompson,ard,0.4,0.5,3,0.0
exploit,ard,0.4,0.5,3,0.0
maximin,ard,0.4,0.5,3,0.0
random,ard,0.4,0.5,3,0.0
observable_EI,ard,0.4,0.5,3,0.0
P_beat,ard,0.4,0.5,3,0.0
LCB,ard,0.4,0.5,3,0.0
latent_EI,ard,0.4,0.5,3,0.0
thompson,ard,0.4,0.5,3,0.0
exploit,ard,0.4,0.5,3,0.0
maximin,ard,0.4,0.5,3,0.0
random,ard,0.4,0.5,3,0.0
observable_EI,ard,0.4,1.0,3,0.0
P_beat,ard,0.4,1.0,3,0.0
LCB,ard,0.4,1.0,3,0.0
latent_EI,ard,0.4,1.0,3,0.0
thompson,ard,0.4,1.0,3,0.0
exploit,ard,0.4,1.0,3,0.0
maximin,ard,0.4,1.0,3,0.0
random,ard,0.4,1.0,3,0.0
observable_EI,ard,0.4,1.0,3,0.00033380431544249894
P_beat,ard,0.4,1.0,3,0.00026878521591732927
LCB,ard,0.4,1.0,3,0.00033513725544193014
latent_EI,ard,0.4,1.0,3,0.0003080475919510507
thompson,ard,0.4,1.0,3,0.0
exploit,ard,0.4,1.0,3,0.0
maximin,ard,0.4,1.0,3,0.0
random,ard,0.4,1.0,3,0.00034301490623867454
observable_EI,ard,0.4,1.0,3,0.0
P_beat,ard,0.4,1.0,3,0.0
LCB,ard,0.4,1.0,3,0.0
latent_EI,ard,0.4,1.0,3,0.0
thompson,ard,0.4,1.0,3,0.0
exploit,ard,0.4,1.0,3,0.0
maximin,ard,0.4,1.0,3,0.0
random,ard,0.4,1.0,3,0.0
observable_EI,ard,0.4,2.0,3,0.0
P_beat,ard,0.4,2.0,3,0.00029668755564355
LCB,ard,0.4,2.0,3,0.0
latent_EI,ard,0.4,2.0,3,0.0
thompson,ard,0.4,2.0,3,0.0
exploit,ard,0.4,2.0,3,0.0
maximin,ard,0.4,2.0,3,0.00017491591117757793
random,ard,0.4,2.0,3,0.0
observable_EI,ard,0.4,2.0,3,0.00016908665458409086
P_beat,ard,0.4,2.0,3,0.00016932394898557616
LCB,ard,0.4,2.0,3,0.0
latent_EI,ard,0.4,2.0,3,0.0
thompson,ard,0.4,2.0,3,0.0003017160087229719
exploit,ard,0.4,2.0,3,0.0
maximin,ard,0.4,2.0,3,0.0
random,ard,0.4,2.0,3,0.0
observable_EI,ard,0.4,2.0,3,0.0
P_beat,ard,0.4,2.0,3,0.0
LCB,ard,0.4,2.0,3,0.00011061368739015442
latent_EI,ard,0.4,2.0,3,0.00021858094048255851
thompson,ard,0.4,2.0,3,0.0
exploit,ard,0.4,2.0,3,0.0
maximin,ard,0.4,2.0,3,0.0003103018014209133
random,ard,0.4,2.0,3,0.0
observable_EI,ard,0.8,0.5,3,0.00018329021360030304
P_beat,ard,0.8,0.5,3,0.0
LCB,ard,0.8,0.5,3,0.0002816886696128414
latent_EI,ard,0.8,0.5,3,6.475967405384096e-05
thompson,ard,0.8,0.5,3,0.00022889226209962837
exploit,ard,0.8,0.5,3,0.0
maximin,ard,0.8,0.5,3,0.0
random,ard,0.8,0.5,3,0.0
observable_EI,ard,0.8,0.5,3,0.0
P_beat,ard,0.8,0.5,3,0.0
LCB,ard,0.8,0.5,3,0.0
latent_EI,ard,0.8,0.5,3,0.0
thompson,ard,0.8,0.5,3,0.00020940142172694973
exploit,ard,0.8,0.5,3,0.0
maximin,ard,0.8,0.5,3,0.0
random,ard,0.8,0.5,3,0.0
observable_EI,ard,0.8,0.5,3,0.00013855095042702577
P_beat,ard,0.8,0.5,3,5.435688331064661e-05
LCB,ard,0.8,0.5,3,0.0
latent_EI,ard,0.8,0.5,3,8.377050127656647e-05
thompson,ard,0.8,0.5,3,0.0
exploit,ard,0.8,0.5,3,0.0
maximin,ard,0.8,0.5,3,0.0
random,ard,0.8,0.5,3,0.0
observable_EI,ard,0.8,1.0,3,0.0
P_beat,ard,0.8,1.0,3,0.0
LCB,ard,0.8,1.0,3,0.0
latent_EI,ard,0.8,1.0,3,0.0
thompson,ard,0.8,1.0,3,0.0
exploit,ard,0.8,1.0,3,0.0
maximin,ard,0.8,1.0,3,0.0
random,ard,0.8,1.0,3,0.0
observable_EI,ard,0.8,1.0,3,0.0
P_beat,ard,0.8,1.0,3,0.0
LCB,ard,0.8,1.0,3,0.0
latent_EI,ard,0.8,1.0,3,0.0
thompson,ard,0.8,1.0,3,0.0
exploit,ard,0.8,1.0,3,0.0
maximin,ard,0.8,1.0,3,0.0
random,ard,0.8,1.0,3,0.0
observable_EI,ard,0.8,1.0,3,0.0
P_beat,ard,0.8,1.0,3,0.00011588016334373763
LCB,ard,0.8,1.0,3,0.0
latent_EI,ard,0.8,1.0,3,0.0
thompson,ard,0.8,1.0,3,0.000335138098709194
exploit,ard,0.8,1.0,3,0.0
maximin,ard,0.8,1.0,3,0.0
random,ard,0.8,1.0,3,0.0
observable_EI,ard,0.8,2.0,3,0.0
P_beat,ard,0.8,2.0,3,0.00012853606335877594
LCB,ard,0.8,2.0,3,0.0
latent_EI,ard,0.8,2.0,3,0.0
thompson,ard,0.8,2.0,3,0.0
exploit,ard,0.8,2.0,3,0.0
maximin,ard,0.8,2.0,3,0.0
random,ard,0.8,2.0,3,0.0
observable_EI,ard,0.8,2.0,3,0.0
P_beat,ard,0.8,2.0,3,0.0
LCB,ard,0.8,2.0,3,0.0
latent_EI,ard,0.8,2.0,3,0.0
thompson,ard,0.8,2.0,3,0.0
exploit,ard,0.8,2.0,3,0.0
maximin,ard,0.8,2.0,3,4.039879089109483e-05
random,ard,0.8,2.0,3,0.0
observable_EI,ard,0.8,2.0,3,0.0
P_beat,ard,0.8,2.0,3,0.0
LCB,ard,0.8,2.0,3,0.0
latent_EI,ard,0.8,2.0,3,0.0
thompson,ard,0.8,2.0,3,0.0
exploit,ard,0.8,2.0,3,0.0
maximin,ard,0.8,2.0,3,0.0
random,ard,0.8,2.0,3,0.0
